future_irr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Dec-2027	1745340.93709211	140016.623521278	494403.959122047	146850.85353559	304541.518864894	0	119482.061232491	0	0	754195.927101929	270930.028887607
Jan-2027	1161183.34273099	105744.261097043	172143.570856983	87211.9298788055	299300.689573226	0	67008.4945332644	0	0	534899.265265335	336009.918060049
Feb-2027	1088140.56744307	103883.730265559	124278.658860792	56087.268371301	213038.331534737	0	60407.0658908195	0	0	605638.793712036	358067.809442533
Mar-2027	3134906.86229847	254124.970446543	269655.500283564	128387.740642792	359994.598438724	0	113001.689054986	0	0	2148304.85127269	962361.369508845
Apr-2027	4256632.60974642	399314.945843489	490258.587728764	207802.498362816	720435.936650957	0	122428.883299046	0	0	2751459.47558817	1167401.6794407
May-2027	5862942.34759944	259025.645202096	217875.132523361	65324.8010849716	107330.816291666	43682.2932351483	33731.8748263131	1240577.12787821	0	2371358.57015777	809659.784899916
Jun-2027	10640004.8579849	526240.172827361	286073.49528038	103879.831109335	52044.0209850879	212510.944573909	17608.6774028916	2903546.27531961	0	2927703.02332186	760624.365955316
Jul-2027	7496588.49596942	719815.71513668	159182.012386622	124918.234855501	40045.7212428324	365526.521525884	11922.6592867846	1457327.96163915	0	1977673.42146101	122137.654342218
Aug-2027	2660456.48907696	297644.83102483	61768.9246206377	39774.5341646805	38801.4812219948	247025.700438502	13363.9450013825	1232658.24518813	0	973894.976656596	92236.3405917277
Sep-2027	578942.196224921	45139.2303694508	17231.0026238542	4099.16901298831	28430.3193469396	7339.8364707295	9346.56121281718	753556.544328229	0	248413.407439	69125.7302078379
Oct-2028	146375.028311038	12594.0730103046	12955.0414349394	1713.4297250706	17318.2636825715	133056.638624488	6009.12853154735	199969.514695762	0	118232.109956175	29779.6723211011
Nov-2028	105832.418542046	8985.58554332542	11112.0444497777	1493.01233887711	14175.1281668912	6932.27958818523	5260.23477728951	65471.5294439716	0	97209.1098699922	24161.2153950357
Dec-2028	457946.946596576	35074.9237052124	172125.660397106	17282.8904627201	58048.0507595453	0	55252.4892824725	90391.8770056915	0	300510.338824598	67993.4488398164
Jan-2028	452603.010213661	45837.5435959431	123572.573640327	16815.3831706016	71753.6230047597	0	37416.4674867676	0	0	252441.067365451	72466.5675227978
Feb-2028	3509097.62505	299962.140270264	953305.595191547	195706.245586307	172703.088035904	0	164952.179894543	0	0	1798654.15749926	369088.480063456
Mar-2028	1911330.1331266	70439.1166720589	97245.8247238807	25756.8130257621	80574.8898686661	0	30459.673246164	0	0	413234.340745388	118310.176273285
Apr-2028	2673519.59126362	48998.5496252334	38655.8901215825	7212.40193169942	37409.8626978049	39924.7534673762	17694.4946343312	62686.7318161548	0	300649.636454224	76872.7769343321
May-2028	3906078.25572269	75876.1013598954	45488.6748971392	9589.50002875294	32525.6994086918	116149.987148334	35718.795223058	1366870.45765897	0	475148.821030439	88692.8096311253
Jun-2028	3350268.62955828	133348.448617632	109203.636866118	22792.3613038284	30475.7959347785	162181.551594515	14305.1626025438	1889638.26169756	0	544243.861942621	95835.8719676725
