future_nonIrr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Jun-2047	0	0	0	0	0	416079.892022698	0	0	0	0	0
Jul-2047	0	0	0	0	0	346985.033842513	0	0	0	0	0
Aug-2047	0	0	0	0	0	528575.881629312	0	0	0	0	0
Sep-2047	0	0	0	0	0	720231.003392121	0	21825.1819209734	0	0	0
Oct-2048	0	0	0	0	0	280726.647098084	0	98364.8487863367	0	0	0
Nov-2048	0	0	0	0	0	290710.607803196	0	109016.477926199	0	0	0
Dec-2048	0	0	0	0	0	473333.12981335	0	202857.055634293	0	0	0
Jan-2048	0	0	0	0	0	347703.863143548	0	162087.515149624	0	0	0
Feb-2048	0	0	0	0	0	871226.105361842	0	234348.794163787	0	0	0
Mar-2048	0	0	0	0	0	423613.550513047	0	104601.781746797	0	0	0
Apr-2048	0	0	0	0	0	163824.10482434	0	52399.6217636677	0	0	0
May-2048	0	0	0	0	0	239415.11289723	0	23769.2702013078	0	0	0
Jun-2048	0	0	0	0	0	493036.917374414	0	53522.5261517565	0	0	0
Jul-2048	0	0	0	0	0	584079.241081358	0	111029.788799937	0	0	0
Aug-2048	0	0	0	0	0	534165.42413276	0	98273.7575555822	0	0	0
Sep-2048	0	0	0	0	0	508413.233708298	0	134836.583042763	0	0	0
