#	MODFLOW	Streamflow	Routing	(SFR)	Package													
#	Data	set	created	10/3/2021	using	MODFLOW	Pre-Processing.R											
#																		
BEGIN	OPTION																	
	DBFILE	SFR_out.dat																
END																		
-2363	51	0	0	86400	1.00E-04	50	600	1	!	NSTRM	NSS	NSFRPAR	NPARSEG	CONST	DLEAK	ISTCB1	ISTCB2	ISFROPT
1	133	127	17	88	171.67	1491.696655	1.07E-03	1	1									
1	132	126	17	89	180.56	1491.656128	2.24E-04	1	1									
1	132	125	17	90	79.99	1491.656128	1.72E-03	1	1									
1	131	125	17	91	100.57	1491.518555	2.98E-03	1	1									
1	131	124	17	92	160.79	1491.356323	2.13E-03	1	1									
1	130	124	17	93	37.72	1491.17627	9.40E-03	1	1									
1	130	123	17	94	178.68	1491.001831	2.10E-03	1	1									
1	130	122	17	95	43.34	1490.800415	6.96E-03	1	1									
1	129	122	17	96	135.34	1490.700073	1.85E-03	1	1									
1	129	121	17	97	140.72	1490.549438	1.86E-03	1	1									
1	128	121	17	98	37.96	1490.43811	9.71E-03	1	1									
1	128	120	17	99	182.73	1490.180664	1.41E-03	1	1									
1	128	119	17	100	43.66	1490.180664	1.26E-03	1	1									
1	127	119	17	101	85.81	1490.125854	2.94E-03	1	1									
1	127	120	17	102	96.52	1489.928345	4.30E-03	1	1									
1	126	120	17	103	175.86	1489.710693	2.91E-03	1	1									
1	125	121	17	104	179.7	1489.416382	2.07E-03	1	1									
1	124	121	17	105	88.83	1489.338867	2.55E-03	1	1									
1	124	122	17	106	90.88	1489.189453	1.64E-03	1	1									
1	123	122	17	107	209.41	1489.189453	1.00E-05	1	1									
1	123	121	17	108	18.42	1489.189453	1.00E-05	1	1									
1	122	121	17	109	160.08	1489.189453	1.58E-03	1	1									
1	122	120	17	110	116.62	1488.936768	3.52E-03	1	1									
1	121	120	17	111	61.88	1488.778564	2.98E-03	1	1									
1	121	119	17	112	112.87	1488.752197	1.08E-03	1	1									
1	121	119	18	1	65.97	1488.656128	1.46E-03	1	0.1									
1	121	118	18	2	34.79	1488.656128	1.00E-05	1	0.1									
1	120	118	18	3	210.32	1488.656128	1.00E-05	1	0.1									
1	119	118	18	4	181.07	1488.653198	1.00E-05	1	0.1									
1	118	118	18	5	163.56	1488.653198	1.00E-05	1	0.1									
1	117	118	18	6	76.36	1488.653198	1.00E-05	1	0.1									
1	117	119	18	7	68.63	1488.653198	1.00E-05	1	0.1									
1	117	118	18	8	39.32	1488.653198	1.00E-05	1	0.1									
1	116	118	18	9	154.55	1488.653198	6.01E-04	1	0.1									
1	115	118	18	10	27.02	1488.560303	5.96E-03	1	0.1									
1	115	119	18	11	29.88	1488.492065	4.08E-03	1	0.1									
1	115	118	18	12	110.17	1488.438232	1.32E-03	1	0.1									
1	114	118	18	13	181.94	1488.347046	1.50E-03	1	0.1									
1	113	118	18	14	141.25	1488.164429	2.32E-03	1	0.1									
1	113	118	18	15	40.83	1488.018799	4.59E-03	1	0.1									
1	112	118	18	16	165.62	1487.977051	5.07E-04	1	0.1									
1	111	118	18	17	191.66	1487.934814	2.25E-04	1	0.1									
1	110	118	18	18	26.34	1487.93396	3.02E-03	1	0.1									
1	110	119	18	19	197.47	1487.855225	1.52E-03	1	0.1									
1	110	120	18	20	47.87	1487.633057	6.81E-03	1	0.1									
1	109	120	18	21	178.87	1487.529175	5.81E-04	1	0.1									
1	108	119	18	22	200.93	1487.529175	1.00E-05	1	0.1									
1	107	119	18	23	164.68	1487.529175	3.70E-04	1	0.1									
1	106	119	18	24	32.76	1487.468262	1.95E-03	1	0.1									
1	106	118	18	25	193.17	1487.465332	1.00E-05	1	0.1									
1	105	118	18	26	145.15	1487.452637	1.00E-05	1	0.1									
1	78	240	19	1	63.28	1531.320679	2.94E-02	1	0.1									
1	78	239	19	2	77.76	1531.320679	2.94E-02	1	0.1									
1	79	239	19	3	200.6	1529.032471	1.70E-02	1	0.1									
1	80	239	19	4	88.18	1527.905762	1.75E-02	1	0.1									
1	80	238	19	5	189.23	1527.485474	3.88E-03	1	0.1									
1	81	238	19	6	143.49	1527.171143	6.87E-03	1	0.1									
1	81	237	19	7	161.46	1526.500244	1.22E-02	1	0.1									
1	81	236	19	8	75.24	1525.207153	2.35E-02	1	0.1									
1	82	236	19	9	203.64	1524.735107	2.32E-03	1	0.1									
1	82	235	19	10	21.43	1524.735107	3.89E-02	1	0.1									
1	83	235	19	11	178.85	1523.9021	6.81E-03	1	0.1									
1	84	235	19	12	159.92	1523.516479	5.62E-03	1	0.1									
1	85	235	19	13	172.87	1523.004028	2.96E-03	1	0.1									
1	85	234	19	14	145.31	1523.004028	2.96E-03	1	0.1									
1	86	234	19	15	124.15	1522.57373	5.07E-03	1	0.1									
1	86	233	19	16	172.92	1522.375	1.42E-03	1	0.1									
1	87	233	19	17	31.75	1522.328247	1.72E-03	1	0.1									
1	87	232	19	18	164.27	1522.320313	4.09E-03	1	0.1									
1	88	232	19	19	77.57	1521.65686	2.72E-02	1	0.1									
1	88	231	19	20	175.46	1520.209839	1.07E-02	1	0.1									
1	88	230	19	21	25.34	1519.786743	3.65E-02	1	0.1									
1	89	230	19	22	163.13	1519.284302	3.08E-03	1	0.1									
1	90	230	19	23	162.44	1519.284302	1.00E-05	1	0.1									
1	90	229	19	24	50.19	1519.284302	1.00E-05	1	0.1									
1	91	229	19	25	176.68	1519.284302	4.46E-03	1	0.1									
1	92	229	19	26	44.89	1518.49646	1.76E-02	1	0.1									
1	92	228	19	27	235.61	1518.49646	1.00E-05	1	0.1									
1	93	228	19	28	40.34	1518.49646	8.76E-03	1	0.1									
1	93	227	19	29	221.41	1518.143066	1.60E-03	1	0.1									
1	93	226	19	30	56.95	1518.143066	1.00E-05	1	0.1									
1	94	226	19	31	44.3	1518.143066	1.45E-03	1	0.1									
1	93	226	19	32	38.01	1518.078979	1.69E-03	1	0.1									
1	94	226	19	33	60.62	1518.078979	1.30E-02	1	0.1									
1	94	225	19	34	117.34	1517.293091	1.49E-02	1	0.1									
1	93	225	19	35	81.05	1516.326294	1.19E-02	1	0.1									
1	93	224	19	36	31.07	1516.326294	1.00E-05	1	0.1									
1	94	224	19	37	201.88	1516.326294	1.00E-05	1	0.1									
1	94	223	19	38	72.17	1516.326294	1.00E-05	1	0.1									
1	94	223	20	1	82.61	1516.667236	6.46E-04	1	0.1									
1	94	222	20	2	180.45	1516.272949	4.65E-03	1	0.1									
1	94	221	20	3	88.28	1515.827271	1.64E-02	1	0.1									
1	93	221	20	4	114.12	1514.821167	1.29E-02	1	0.1									
1	93	220	20	5	166.56	1514.351074	6.54E-03	1	0.1									
1	92	219	20	6	145.57	1513.731812	7.03E-03	1	0.1									
1	92	218	20	7	171.35	1513.327881	5.47E-03	1	0.1									
1	92	217	20	8	73.81	1512.793945	7.23E-03	1	0.1									
1	91	217	20	9	185.74	1512.793945	1.59E-03	1	0.1									
1	91	216	20	10	170.74	1512.497925	6.21E-03	1	0.1									
1	91	215	20	11	159.87	1511.733643	6.45E-03	1	0.1									
1	91	214	20	12	222.46	1511.466553	9.72E-03	1	0.1									
1	91	213	20	13	100.42	1509.571533	1.89E-02	1	0.1									
1	92	213	20	14	71.85	1509.571533	9.71E-03	1	0.1									
1	92	212	20	15	236.94	1508.874023	3.50E-03	1	0.1									
1	93	212	20	16	16.51	1508.74292	1.42E-02	1	0.1									
1	93	211	20	17	185.37	1508.638794	1.85E-03	1	0.1									
1	93	210	20	18	203.01	1508.400146	1.40E-03	1	0.1									
1	94	210	20	19	19.74	1508.353882	3.25E-03	1	0.1									
1	93	210	20	20	23.32	1508.33606	2.51E-03	1	0.1									
1	93	209	20	21	16.83	1508.295288	3.62E-02	1	0.1									
1	94	209	20	22	201.68	1507.726196	4.80E-03	1	0.1									
1	94	208	20	23	161.13	1507.327271	6.24E-03	1	0.1									
1	95	208	20	24	17.82	1506.720703	4.53E-02	1	0.1									
1	95	207	20	25	158.81	1506.52063	1.26E-03	1	0.1									
1	95	206	20	26	152.3	1506.52063	5.44E-03	1	0.1									
1	95	205	20	27	161.79	1505.691406	7.33E-03	1	0.1									
1	95	204	20	28	170.23	1505.334473	4.73E-03	1	0.1									
1	95	203	20	29	111.47	1504.885498	4.03E-03	1	0.1									
1	94	203	20	30	60.91	1504.885498	1.39E-03	1	0.1									
1	94	202	20	31	182.42	1504.800903	1.41E-02	1	0.1									
1	94	201	20	32	47.93	1502.307983	6.02E-02	1	0.1									
1	93	201	20	33	130.33	1501.91394	8.08E-03	1	0.1									
1	93	200	20	34	140.65	1501.255371	4.68E-03	1	0.1									
1	92	200	20	35	39.09	1501.255371	4.29E-03	1	0.1									
1	92	199	20	36	179.17	1501.087646	9.36E-04	1	0.1									
1	92	198	20	37	55.97	1501.087646	1.00E-05	1	0.1									
1	91	198	20	38	62.23	1501.087646	1.00E-05	1	0.1									
1	94	223	21	1	101.55	1516.173584	1.93E-02	1	0.1									
1	95	223	21	2	43.78	1515.32959	1.93E-02	1	0.1									
1	95	222	21	3	169.81	1515.32959	2.41E-03	1	0.1									
1	95	221	21	4	158.53	1514.920532	2.58E-03	1	0.1									
1	95	220	21	5	44.44	1514.920532	1.96E-02	1	0.1									
1	96	220	21	6	148.72	1514.05127	6.78E-03	1	0.1									
1	96	219	21	7	171.42	1513.911621	6.06E-03	1	0.1									
1	96	218	21	8	127.01	1513.012695	1.22E-02	1	0.1									
1	97	218	21	9	27.92	1512.368164	3.53E-02	1	0.1									
1	97	217	21	10	157.3	1512.026001	7.72E-03	1	0.1									
1	97	216	21	11	172.29	1511.154175	6.91E-03	1	0.1									
1	98	216	21	12	35.96	1510.834961	2.91E-02	1	0.1									
1	98	215	21	13	159.66	1510.107422	4.56E-03	1	0.1									
1	98	214	21	14	156.96	1510.107422	2.83E-03	1	0.1									
1	98	213	21	15	188.48	1509.662476	2.36E-03	1	0.1									
1	98	212	21	16	181.7	1509.662476	5.37E-03	1	0.1									
1	98	211	21	17	176.95	1508.686157	5.52E-03	1	0.1									
1	98	210	21	18	167.94	1508.686157	1.74E-03	1	0.1									
1	98	209	21	19	152.62	1508.393677	1.28E-02	1	0.1									
1	98	208	21	20	151.61	1506.726318	1.10E-02	1	0.1									
1	98	207	21	21	151.63	1506.726318	7.03E-03	1	0.1									
1	98	206	21	22	158.5	1505.65979	8.73E-03	1	0.1									
1	98	205	21	23	167.37	1505.342529	5.75E-03	1	0.1									
1	99	204	21	24	158.97	1504.69751	4.06E-03	1	0.1									
1	99	203	21	25	152.58	1504.69751	3.09E-03	1	0.1									
1	99	202	21	26	150.99	1504.226318	4.39E-03	1	0.1									
1	99	201	21	27	151.82	1504.033936	3.64E-03	1	0.1									
1	99	200	21	28	151.08	1503.674194	2.38E-03	1	0.1									
1	99	199	21	29	165.22	1503.674194	2.79E-03	1	0.1									
1	99	198	21	30	198.4	1503.213013	5.22E-03	1	0.1									
1	99	197	21	31	155.66	1502.638794	4.66E-03	1	0.1									
1	99	196	21	32	180.07	1502.487671	7.94E-03	1	0.1									
1	99	195	21	33	63.82	1501.209351	2.77E-02	1	0.1									
1	98	195	21	34	42.2	1500.719238	1.16E-02	1	0.1									
1	99	195	21	35	86.01	1500.719238	1.76E-03	1	0.1									
1	99	194	21	36	226.9	1500.568115	1.92E-03	1	0.1									
1	99	193	21	37	192.17	1500.284546	2.10E-03	1	0.1									
1	99	192	21	38	190.72	1500.163818	1.93E-03	1	0.1									
1	99	191	21	39	148.82	1499.917114	7.17E-03	1	0.1									
1	98	191	21	40	115.59	1499.096802	9.89E-03	1	0.1									
1	98	190	21	41	190.09	1498.774414	1.70E-03	1	0.1									
1	98	189	21	42	16.61	1498.774414	2.61E-02	1	0.1									
1	97	189	21	43	54.16	1498.340332	8.01E-03	1	0.1									
1	98	189	21	44	129.83	1498.340332	2.93E-03	1	0.1									
1	98	188	21	45	173.75	1497.960083	3.21E-03	1	0.1									
1	98	187	21	46	55.93	1497.782471	7.78E-03	1	0.1									
1	97	187	21	47	169.07	1497.524902	1.52E-03	1	0.1									
1	97	186	21	48	155.85	1497.524902	3.80E-03	1	0.1									
1	96	185	21	49	121.19	1496.933105	4.88E-03	1	0.1									
1	97	185	21	50	26.07	1496.933105	1.00E-05	1	0.1									
1	97	184	21	51	151.96	1496.933105	4.73E-04	1	0.1									
1	97	183	21	52	151.32	1496.861206	1.38E-03	1	0.1									
1	97	182	21	53	155.86	1496.724609	8.76E-04	1	0.1									
1	97	181	21	54	150.41	1496.724609	1.00E-05	1	0.1									
1	97	180	21	55	183.89	1496.724609	1.00E-05	1	0.1									
1	97	179	21	56	67.15	1496.721436	1.32E-02	1	0.1									
1	98	179	21	57	105.69	1495.836548	8.75E-03	1	0.1									
1	98	178	21	58	58.27	1495.796997	3.76E-03	1	0.1									
1	97	178	21	59	97.65	1495.617676	5.35E-03	1	0.1									
1	97	177	21	60	154.56	1495.274414	2.22E-03	1	0.1									
1	97	176	21	61	136.02	1495.274414	1.00E-05	1	0.1									
1	98	176	21	62	37.13	1495.274414	2.06E-03	1	0.1									
1	98	175	21	63	154.15	1495.197998	2.27E-03	1	0.1									
1	98	174	21	64	150.42	1494.92395	3.37E-03	1	0.1									
1	98	173	21	65	150.43	1494.690552	3.68E-03	1	0.1									
1	98	172	21	66	153.47	1494.370483	2.09E-03	1	0.1									
1	98	171	21	67	75.71	1494.370483	1.00E-05	1	0.1									
1	99	171	21	68	163.61	1494.370483	2.43E-04	1	0.1									
1	99	170	21	69	26.57	1494.330688	1.50E-03	1	0.1									
1	100	170	21	70	160.3	1494.330688	7.17E-04	1	0.1									
1	100	169	21	71	177.07	1494.21582	1.70E-03	1	0.1									
1	100	168	21	72	203.54	1494.029053	1.74E-03	1	0.1									
1	100	167	21	73	181.16	1493.862671	2.23E-03	1	0.1									
1	100	166	21	74	185.58	1493.624878	1.28E-03	1	0.1									
1	100	165	21	75	90.32	1493.624878	8.91E-04	1	0.1									
1	99	165	21	76	68.4	1493.544434	3.84E-03	1	0.1									
1	99	164	21	77	170.91	1493.362305	1.07E-03	1	0.1									
1	99	163	21	78	82.9	1493.362305	1.37E-03	1	0.1									
1	99	163	22	1	109.26	1493.248901	1.04E-03	1	0.1									
1	99	162	22	2	125.27	1493.248901	1.00E-05	1	0.1									
1	98	162	22	3	32.86	1493.248901	1.00E-05	1	0.1									
1	98	161	22	4	28.77	1493.248901	1.00E-05	1	0.1									
1	99	161	22	5	124.33	1493.248901	1.00E-05	1	0.1									
1	99	160	22	6	191.02	1493.248901	1.85E-03	1	0.1									
1	99	159	22	7	150.42	1492.896118	4.86E-03	1	0.1									
1	99	158	22	8	53.72	1492.517578	7.05E-03	1	0.1									
1	100	158	22	9	38.87	1492.517578	1.00E-05	1	0.1									
1	99	158	22	10	75.23	1492.517578	1.00E-05	1	0.1									
1	99	157	22	11	91.43	1492.517578	1.00E-05	1	0.1									
1	100	157	22	12	87.39	1492.517578	1.00E-05	1	0.1									
1	100	156	22	13	153.08	1492.517578	2.22E-04	1	0.1									
1	100	155	22	14	184.8	1492.483643	2.99E-04	1	0.1									
1	100	154	22	15	19.55	1492.46228	1.29E-02	1	0.1									
1	101	154	22	16	232.23	1492.232422	9.90E-04	1	0.1									
1	101	153	22	17	170.35	1492.232422	3.02E-04	1	0.1									
1	101	152	22	18	21.2	1492.18103	9.03E-03	1	0.1									
1	102	152	22	19	180.11	1492.041016	2.60E-03	1	0.1									
1	103	152	22	20	67.47	1491.713135	4.86E-03	1	0.1									
1	103	151	22	21	112.65	1491.713135	1.00E-05	1	0.1									
1	104	151	22	22	153.26	1491.713135	1.05E-03	1	0.1									
1	104	150	22	23	29.53	1491.55249	7.46E-03	1	0.1									
1	105	150	22	24	181.99	1491.492798	1.35E-03	1	0.1									
1	106	150	22	25	53.42	1491.306396	3.49E-03	1	0.1									
1	106	149	22	26	128.57	1491.306396	1.00E-05	1	0.1									
1	107	149	22	27	137.83	1491.306396	1.00E-05	1	0.1									
1	107	148	22	28	42.87	1491.306396	7.55E-03	1	0.1									
1	108	148	22	29	179.54	1490.982544	2.77E-03	1	0.1									
1	109	148	22	30	50.52	1490.808594	5.42E-03	1	0.1									
1	109	147	22	31	129.02	1490.708618	2.25E-03	1	0.1									
1	110	147	22	32	111.68	1490.518188	1.71E-03	1	0.1									
1	110	146	22	33	103.72	1490.518188	1.00E-05	1	0.1									
1	111	146	22	34	149.2	1490.518188	1.00E-05	1	0.1									
1	111	145	22	35	28.69	1490.518188	1.00E-05	1	0.1									
1	112	145	22	36	174.58	1490.518188	4.85E-04	1	0.1									
1	113	145	22	37	65.13	1490.433472	3.24E-03	1	0.1									
1	113	144	22	38	211.99	1490.307129	9.23E-04	1	0.1									
1	114	144	22	39	54.12	1490.237793	1.82E-03	1	0.1									
1	114	143	22	40	243.66	1490.208374	8.99E-04	1	0.1									
1	114	142	22	41	212.68	1490.018799	1.66E-03	1	0.1									
1	114	141	22	42	169.15	1489.855591	1.27E-03	1	0.1									
1	114	140	22	43	74.22	1489.80481	9.61E-04	1	0.1									
1	113	140	22	44	235.15	1489.784302	1.07E-03	1	0.1									
1	113	139	22	45	197.35	1489.554199	1.51E-03	1	0.1									
1	113	138	22	46	219.02	1489.486328	1.07E-03	1	0.1									
1	113	137	22	47	180.82	1489.319946	9.20E-04	1	0.1									
1	113	136	22	48	19.41	1489.319946	1.00E-05	1	0.1									
1	113	137	22	49	42	1489.319946	1.21E-03	1	0.1									
1	113	136	22	50	21.91	1489.269287	2.31E-03	1	0.1									
1	114	136	22	51	167.6	1489.269287	3.31E-04	1	0.1									
1	114	135	22	52	179.02	1489.213745	1.42E-03	1	0.1									
1	114	134	22	53	152.53	1489.015503	1.30E-03	1	0.1									
1	114	133	22	54	304.99	1489.015503	6.10E-04	1	0.1									
1	114	132	22	55	185.08	1488.829346	1.14E-03	1	0.1									
1	114	131	22	56	190.26	1488.804565	3.10E-03	1	0.1									
1	114	130	22	57	151.64	1488.240234	3.72E-03	1	0.1									
1	113	130	22	58	91.08	1488.240234	1.00E-05	1	0.1									
1	113	129	22	59	101.92	1488.240234	1.00E-05	1	0.1									
1	113	130	22	60	26.67	1488.240234	1.00E-05	1	0.1									
1	112	130	22	61	38.15	1488.240234	1.83E-03	1	0.1									
1	112	129	22	62	223.45	1488.170532	3.12E-04	1	0.1									
1	111	128	22	63	214.14	1488.170532	1.74E-03	1	0.1									
1	111	127	22	64	164.39	1487.798706	2.26E-03	1	0.1									
1	111	126	22	65	116	1487.798706	1.00E-05	1	0.1									
1	110	126	22	66	166.53	1487.798706	1.00E-05	1	0.1									
1	110	125	22	67	25.02	1487.798706	3.34E-03	1	0.1									
1	109	125	22	68	223.4	1487.715088	3.74E-04	1	0.1									
1	108	125	22	69	70.65	1487.715088	4.13E-03	1	0.1									
1	108	124	22	70	206.04	1487.423218	1.42E-03	1	0.1									
1	108	123	22	71	196.19	1487.423218	1.00E-05	1	0.1									
1	108	122	22	72	102.86	1487.423218	1.00E-05	1	0.1									
1	107	122	22	73	133.14	1487.423218	9.28E-04	1	0.1									
1	107	121	22	74	197.64	1487.299683	6.25E-04	1	0.1									
1	107	120	22	75	63.07	1487.299683	1.00E-05	1	0.1									
1	106	120	22	76	259.11	1487.299683	1.00E-05	1	0.1									
1	105	120	22	77	122.59	1487.299683	1.00E-05	1	0.1									
1	105	119	22	78	155	1487.299683	1.00E-05	1	0.1									
1	105	118	22	79	33.05	1487.299683	1.00E-05	1	0.1									
1	105	118	23	1	32.8	1487.469849	1.00E-05	1	0.01									
1	104	118	23	2	140.6	1487.469849	1.00E-05	1	0.01									
1	104	117	23	3	119.97	1487.465576	1.00E-05	1	0.01									
1	103	117	23	4	61.18	1487.465576	3.55E-04	1	0.01									
1	103	116	23	5	180.61	1487.443848	1.20E-04	1	0.01									
1	103	115	23	6	27.5	1487.443848	1.00E-05	1	0.01									
1	102	115	23	7	152.02	1487.443848	1.27E-04	1	0.01									
1	102	114	23	8	121.01	1487.424561	1.59E-04	1	0.01									
1	101	114	23	9	58.51	1487.424561	1.00E-05	1	0.01									
1	101	113	23	10	170.61	1487.424561	1.00E-05	1	0.01									
1	101	112	24	1	34.09	1487.421509	1.00E-05	1	0.01									
1	100	112	24	2	146.96	1487.421509	4.33E-04	1	0.01									
1	100	111	24	3	120.89	1487.35791	5.26E-04	1	0.01									
1	99	111	24	4	60.16	1487.35791	1.00E-05	1	0.01									
1	99	110	24	5	181.05	1487.35791	1.00E-05	1	0.01									
1	99	109	24	6	26.64	1487.35791	1.00E-05	1	0.01									
1	98	109	24	7	154.41	1487.35791	1.00E-05	1	0.01									
1	98	108	24	8	20.03	1487.35791	1.00E-05	1	0.01									
1	98	108	25	1	21.98	1487.445313	1.19E-03	1	0.01									
1	98	109	25	2	49.45	1487.445313	1.19E-03	1	0.01									
1	97	109	25	3	174.12	1487.386597	4.28E-03	1	0.01									
1	96	109	25	4	114.83	1486.699951	5.98E-03	1	0.01									
1	96	110	25	5	49.19	1486.699951	1.00E-05	1	0.01									
1	95	110	25	6	170.61	1486.699951	1.00E-05	1	0.01									
1	94	110	25	7	72.34	1486.699951	1.00E-05	1	0.01									
1	94	111	25	8	126.04	1486.699951	1.00E-05	1	0.01									
1	93	111	25	9	160.92	1486.699951	1.00E-05	1	0.01									
1	92	111	25	10	156.35	1486.699951	6.11E-04	1	0.01									
1	91	112	25	11	200.47	1486.604492	4.76E-04	1	0.01									
1	90	112	25	12	151.82	1486.604492	1.00E-05	1	0.01									
1	89	112	25	13	64.02	1486.604492	8.56E-04	1	0.01									
1	89	113	25	14	115.16	1486.549683	1.63E-03	1	0.01									
1	88	113	25	15	169.4	1486.416626	1.04E-03	1	0.01									
1	87	114	25	16	169.2	1486.373657	2.54E-04	1	0.01									
1	86	114	25	17	119.69	1486.373657	1.00E-05	1	0.01									
1	86	115	25	18	58.15	1486.373657	1.00E-05	1	0.01									
1	85	115	25	19	178.24	1486.373657	1.00E-05	1	0.01									
1	84	115	25	20	40.68	1486.373657	1.00E-05	1	0.01									
1	84	116	25	21	139.35	1486.373657	1.79E-03	1	0.01									
1	83	116	25	22	131.94	1486.124146	1.89E-03	1	0.01									
1	83	117	25	23	48.08	1486.124146	1.00E-05	1	0.01									
1	82	117	25	24	176.66	1486.124146	1.00E-05	1	0.01									
1	81	117	25	25	65.84	1486.124146	1.00E-05	1	0.01									
1	81	118	25	26	90.14	1486.124146	1.00E-05	1	0.01									
1	80	117	25	27	186.25	1486.124146	1.00E-05	1	0.01									
1	79	117	25	28	65.36	1486.124146	1.00E-05	1	0.01									
1	79	116	25	29	106.03	1486.124146	1.00E-05	1	0.01									
1	78	116	25	30	166.17	1486.124146	5.96E-04	1	0.01									
1	77	116	25	31	76.36	1486.025146	3.46E-03	1	0.01									
1	77	115	25	32	56.99	1485.859985	3.46E-03	1	0.01									
1	99	163	26	1	49.44	1493.335083	4.91E-03	1	0.1									
1	98	163	26	2	62.86	1493.335083	4.91E-03	1	0.1									
1	98	162	26	3	179.54	1493.026245	1.72E-03	1	0.1									
1	98	161	26	4	31.49	1493.026245	1.00E-05	1	0.1									
1	97	161	26	5	139.96	1493.026245	1.99E-04	1	0.1									
1	97	160	26	6	138.17	1492.998413	1.11E-03	1	0.1									
1	97	160	26	7	17.79	1492.872925	1.92E-02	1	0.1									
1	98	159	26	8	138.67	1492.656494	1.56E-03	1	0.1									
1	98	158	26	9	37.87	1492.656494	1.00E-05	1	0.1									
1	97	158	26	10	129.91	1492.656494	1.45E-03	1	0.1									
1	97	157	26	11	102.09	1492.468384	3.36E-03	1	0.1									
1	96	157	26	12	162.85	1492.313477	9.51E-04	1	0.1									
1	96	156	26	13	43.95	1492.313477	7.80E-04	1	0.1									
1	95	156	26	14	150.51	1492.279175	2.28E-04	1	0.1									
1	95	155	26	15	106.42	1492.279175	1.00E-05	1	0.1									
1	94	155	26	16	67.57	1492.279175	2.05E-03	1	0.1									
1	94	154	26	17	159.47	1492.140869	1.41E-03	1	0.1									
1	94	153	26	18	155.69	1492.05481	2.95E-03	1	0.1									
1	94	152	26	19	135.23	1491.681519	2.76E-03	1	0.1									
1	93	152	26	20	17.64	1491.681519	9.65E-03	1	0.1									
1	93	151	26	21	151.97	1491.511353	1.12E-03	1	0.1									
1	93	150	26	22	150.93	1491.511353	1.58E-04	1	0.1									
1	93	149	26	23	151.27	1491.487549	4.78E-04	1	0.1									
1	93	148	26	24	150.39	1491.439087	4.64E-04	1	0.1									
1	93	147	26	25	97.97	1491.417725	1.32E-03	1	0.1									
1	94	147	26	26	69.07	1491.309814	3.64E-03	1	0.1									
1	94	146	26	27	185.21	1491.166504	1.52E-03	1	0.1									
1	94	145	26	28	175.17	1491.02771	2.68E-03	1	0.1									
1	94	144	26	29	164.59	1490.697876	2.85E-03	1	0.1									
1	94	143	26	30	172.81	1490.558716	3.89E-03	1	0.1									
1	94	142	26	31	150.5	1490.025146	3.80E-03	1	0.1									
1	93	142	26	32	120.96	1489.987549	3.11E-04	1	0.1									
1	93	141	26	33	57.79	1489.987549	1.00E-05	1	0.1									
1	92	141	26	34	136.8	1489.987549	1.00E-05	1	0.1									
1	92	140	26	35	175.7	1489.987549	1.00E-05	1	0.1									
1	92	139	26	36	110.32	1489.987549	1.16E-03	1	0.1									
1	91	139	26	37	150.62	1489.859131	2.32E-03	1	0.1									
1	90	139	26	38	176.1	1489.638794	2.15E-03	1	0.1									
1	90	138	26	39	108.24	1489.480957	3.29E-03	1	0.1									
1	89	138	26	40	64.45	1489.282593	5.43E-03	1	0.1									
1	89	137	26	41	156.7	1489.130859	9.68E-04	1	0.1									
1	89	136	26	42	177.78	1489.130859	4.83E-03	1	0.1									
1	89	135	26	43	101.52	1488.271851	8.46E-03	1	0.1									
1	90	135	26	44	60.13	1488.271851	1.00E-05	1	0.1									
1	90	134	26	45	153.57	1488.271851	1.00E-05	1	0.1									
1	90	133	26	46	155.85	1488.271851	1.00E-05	1	0.1									
1	89	132	26	47	159.69	1488.266113	3.50E-03	1	0.1									
1	89	131	26	48	179.75	1487.713135	3.08E-03	1	0.1									
1	88	131	26	49	67.16	1487.713135	1.00E-05	1	0.1									
1	88	130	26	50	169.07	1487.713135	1.55E-03	1	0.1									
1	88	129	26	51	79.25	1487.450684	3.31E-03	1	0.1									
1	87	129	26	52	143.1	1487.450684	1.00E-05	1	0.1									
1	87	128	26	53	158.07	1487.450684	1.00E-05	1	0.1									
1	87	127	26	54	64.82	1487.450684	1.00E-05	1	0.1									
1	86	127	26	55	165.08	1487.450684	1.00E-05	1	0.1									
1	86	126	26	56	69.14	1487.450684	1.00E-05	1	0.1									
1	85	126	26	57	64.36	1487.450684	1.00E-05	1	0.1									
1	86	126	26	58	32.42	1487.450684	1.00E-05	1	0.1									
1	86	125	26	59	80.95	1487.450684	1.00E-05	1	0.1									
1	85	125	26	60	77.04	1487.450684	3.65E-03	1	0.1									
1	85	124	26	61	175.92	1487.169556	3.05E-03	1	0.1									
1	85	123	26	62	170.48	1486.914429	1.50E-03	1	0.1									
1	85	122	26	63	155.71	1486.914429	1.00E-05	1	0.1									
1	85	121	26	64	162.62	1486.914429	1.35E-03	1	0.1									
1	84	120	26	65	159.92	1486.695679	3.28E-03	1	0.1									
1	83	120	26	66	124.22	1486.390015	2.46E-03	1	0.1									
1	83	119	26	67	136.62	1486.390015	1.00E-05	1	0.1									
1	82	119	26	68	168.05	1486.390015	1.00E-05	1	0.1									
1	81	119	26	69	160.64	1486.390015	1.24E-03	1	0.1									
1	80	119	26	70	61.95	1486.190918	3.21E-03	1	0.1									
1	80	118	26	71	122.77	1486.190918	1.23E-03	1	0.1									
1	79	118	26	72	162.16	1486.039551	9.33E-04	1	0.1									
1	78	118	26	73	100.16	1486.039551	1.00E-05	1	0.1									
