#	MODFLOW	Streamflow	Routing	(SFR)	Package													
#	Data	set	created	10/3/2021	using	MODFLOW	Pre-Processing.R											
#																		
BEGIN	OPTION																	
	DBFILE	SFR_out.dat																
END																		
-2363	51	0	0	86400	1.00E-04	50	600	1	!	NSTRM	NSS	NSFRPAR	NPARSEG	CONST	DLEAK	ISTCB1	ISTCB2	ISFROPT
1	120	93	9	51	179.03	1490.189575	2.83E-03	1	0.1									
1	120	94	9	52	152.06	1489.682739	3.33E-03	1	0.1									
1	120	95	9	53	153.19	1489.682739	1.00E-05	1	0.1									
1	120	96	9	54	19.7	1489.682739	1.00E-05	1	0.1									
1	119	96	9	55	166.06	1489.682739	1.00E-05	1	0.1									
1	119	97	9	56	117.29	1489.682739	3.21E-03	1	0.1									
1	118	97	9	57	50.12	1489.306152	7.51E-03	1	0.1									
1	118	98	9	58	154.56	1489.306152	1.00E-05	1	0.1									
1	118	99	9	59	148.06	1489.306152	1.00E-05	1	0.1									
1	117	99	9	60	57.84	1489.306152	1.00E-05	1	0.1									
1	117	100	9	61	136.1	1489.306152	1.00E-05	1	0.1									
1	116	100	9	62	123.09	1489.306152	1.00E-05	1	0.1									
1	116	101	9	63	57.82	1489.306152	1.00E-05	1	0.1									
1	115	101	9	64	134.91	1489.306152	3.21E-03	1	0.1									
1	115	102	9	65	171.41	1488.872803	2.58E-03	1	0.1									
1	115	103	9	66	80.23	1488.863403	1.17E-04	1	0.1									
1	114	103	9	67	115.95	1488.863403	1.00E-05	1	0.1									
1	114	104	9	68	25.84	1488.863403	1.00E-05	1	0.1									
1	181	87	10	1	152.1	1675.541382	6.60E-02	1	1									
1	180	87	10	2	164.98	1670.70813	6.60E-02	1	1									
1	179	87	10	3	158.58	1664.644897	5.27E-02	1	1									
1	178	87	10	4	171.4	1662.352661	5.54E-02	1	1									
1	177	87	10	5	43.19	1655.151001	2.76E-01	1	1									
1	177	86	10	6	173.24	1650.412109	4.61E-02	1	1									
1	176	86	10	7	56.92	1647.165771	7.00E-02	1	1									
1	176	85	10	8	113.39	1646.427734	1.10E-01	1	1									
1	175	85	10	9	168.62	1634.702148	1.17E-01	1	1									
1	175	84	10	10	105.53	1626.66748	1.00E-01	1	1									
1	174	84	10	11	65.74	1624.147217	5.79E-02	1	1									
1	174	83	10	12	149.89	1622.857788	3.58E-02	1	1									
1	173	83	10	13	159.84	1618.775513	5.11E-02	1	1									
1	173	82	10	14	26.56	1614.697144	2.28E-01	1	1									
1	172	82	10	15	165.81	1612.707642	4.68E-02	1	1									
1	171	82	10	16	166.03	1606.937622	6.12E-02	1	1									
1	170	82	10	17	174.25	1602.548218	5.97E-02	1	1									
1	169	82	10	18	189.51	1596.529663	5.99E-02	1	1									
1	168	82	10	19	175.69	1591.203369	5.71E-02	1	1									
1	167	82	10	20	159.41	1586.489136	6.52E-02	1	1									
1	166	82	10	21	155.55	1580.809448	5.77E-02	1	1									
1	165	82	10	22	154.02	1577.515137	2.22E-02	1	1									
1	164	82	10	23	174.98	1577.393066	4.43E-02	1	1									
1	163	82	10	24	169.5	1569.76123	6.01E-02	1	1									
1	162	82	10	25	158.22	1567.213257	4.26E-02	1	1									
1	161	82	10	26	61	1563.021606	1.20E-01	1	1									
1	161	83	10	27	124.65	1559.881348	5.59E-02	1	1									
1	160	83	10	28	165.72	1556.056152	3.52E-02	1	1									
1	159	83	10	29	113.15	1554.045898	3.66E-02	1	1									
1	159	84	10	30	39.61	1551.913574	6.56E-02	1	1									
1	158	84	10	31	142.27	1551.445679	4.13E-02	1	1									
1	157	83	10	32	136.15	1546.044922	5.91E-02	1	1									
1	157	84	10	33	36.08	1543.405151	1.27E-01	1	1									
1	156	84	10	34	158.78	1541.474243	3.34E-02	1	1									
1	155	84	10	35	155.94	1538.10437	3.11E-02	1	1									
1	154	84	10	36	139.5	1536.620972	1.14E-02	1	1									
1	154	83	10	37	39.75	1536.50769	1.55E-02	1	1									
1	153	83	10	38	132.88	1536.003052	2.02E-02	1	1									
1	153	84	10	39	29.51	1533.826904	2.07E-01	1	1									
1	152	84	10	40	171.6	1529.903442	3.32E-02	1	1									
1	151	84	10	41	150.62	1528.136475	3.54E-02	1	1									
1	150	84	10	42	159.12	1524.563965	2.98E-02	1	1									
1	149	84	10	43	17	1523.38916	1.32E-01	1	1									
1	149	85	10	44	150.75	1522.319824	1.55E-02	1	1									
1	148	85	10	45	162.66	1521.052612	3.47E-02	1	1									
1	147	85	10	46	126.55	1516.668457	3.94E-02	1	1									
1	147	86	10	47	31.72	1516.070923	5.29E-02	1	1									
1	146	86	10	48	181.92	1514.989502	9.42E-03	1	1									
1	145	86	10	49	137.35	1514.356323	1.59E-02	1	1									
1	145	87	10	50	42.26	1512.804688	5.72E-02	1	1									
1	144	87	10	51	197.16	1511.938232	1.37E-02	1	1									
1	143	87	10	52	65.97	1510.108032	3.17E-02	1	1									
1	143	88	10	53	146.34	1509.849365	9.04E-03	1	1									
1	142	88	10	54	191.28	1508.78479	1.03E-02	1	1									
1	142	89	10	55	26.14	1507.88501	1.16E-01	1	1									
1	141	89	10	56	184.04	1505.750977	1.16E-02	1	1									
1	140	89	10	57	95.53	1505.750977	3.55E-03	1	1									
1	140	90	10	58	97.57	1505.411987	1.81E-02	1	1									
1	139	90	10	59	191.72	1503.989624	1.98E-02	1	1									
1	138	91	10	60	206.47	1501.623047	1.27E-02	1	1									
1	138	92	10	61	165.37	1501.373779	8.13E-03	1	1									
1	138	93	10	62	221.55	1500.278564	9.17E-03	1	1									
1	137	93	10	63	61.07	1499.341553	1.53E-02	1	1									
1	137	94	10	64	38.79	1499.341553	1.18E-02	1	1									
1	137	93	10	65	116.29	1498.882813	4.71E-03	1	1									
1	137	94	10	66	28.24	1498.793335	4.34E-03	1	1									
1	136	94	10	67	156.79	1498.760376	1.34E-02	1	1									
1	135	94	10	68	211.65	1496.689453	1.29E-02	1	1									
1	134	94	10	69	54.86	1496.03833	1.19E-02	1	1									
1	134	95	10	70	197.44	1496.03833	2.33E-04	1	1									
1	133	95	10	71	158.47	1495.99231	3.71E-03	1	1									
1	132	95	10	72	169.29	1495.45105	4.82E-03	1	1									
1	131	95	10	73	98.14	1495.177002	1.72E-02	1	1									
1	131	96	10	74	111.3	1493.763428	1.93E-02	1	1									
1	130	96	10	75	298.88	1493.030762	2.45E-03	1	1									
1	129	96	10	76	248.73	1493.030762	1.10E-03	1	1									
1	128	96	10	77	136.18	1492.757446	7.43E-03	1	1									
1	128	97	10	78	50.69	1492.018677	2.23E-02	1	1									
1	127	97	10	79	243.89	1491.626953	3.91E-03	1	1									
1	126	98	10	80	173.11	1491.064087	3.25E-03	1	1									
1	125	98	10	81	73.53	1491.064087	1.00E-05	1	1									
1	125	99	10	82	113.92	1491.064087	1.00E-05	1	1									
1	124	99	10	83	158.34	1491.064087	1.69E-03	1	1									
1	124	100	10	84	21.4	1490.797119	2.82E-02	1	1									
1	123	100	10	85	179.74	1490.460205	4.53E-03	1	1									
1	122	100	10	86	86.84	1489.983032	6.68E-03	1	1									
1	122	101	10	87	89.24	1489.879761	1.16E-03	1	1									
1	121	101	10	88	163.99	1489.879761	4.67E-04	1	1									
1	120	101	10	89	63.55	1489.803101	3.18E-03	1	1									
1	120	102	10	90	117.56	1489.677612	3.73E-03	1	1									
1	119	102	10	91	172.69	1489.36438	1.81E-03	1	1									
1	118	103	10	92	180.05	1489.36438	1.00E-05	1	1									
1	117	103	10	93	92.66	1489.36438	1.00E-05	1	1									
1	117	104	10	94	83.75	1489.36438	9.65E-04	1	1									
1	116	104	10	95	161.29	1489.283569	1.68E-03	1	1									
1	115	104	10	96	156.02	1489.093628	1.76E-03	1	1									
1	114	104	10	97	90.16	1489.009399	2.96E-03	1	1									
1	114	104	11	1	93.99	1488.826782	3.57E-03	1	0.01									
1	113	104	11	2	75.79	1488.673828	6.60E-03	1	0.01									
1	113	105	11	3	162.13	1488.32666	2.14E-03	1	0.01									
1	112	105	11	4	30.13	1488.32666	9.42E-03	1	0.01									
1	112	106	11	5	172.73	1488.042969	1.64E-03	1	0.01									
1	111	106	11	6	80.17	1488.042969	1.00E-05	1	0.01									
1	111	107	11	7	164.06	1488.042969	1.00E-05	1	0.01									
1	111	108	11	8	53.55	1488.042969	1.00E-05	1	0.01									
1	110	108	11	9	155.72	1488.042969	1.00E-05	1	0.01									
1	109	108	11	10	133.26	1488.036987	1.00E-05	1	0.01									
1	109	107	11	11	64.77	1488.036987	1.00E-05	1	0.01									
1	108	107	11	12	193.71	1488.036987	1.00E-05	1	0.01									
1	107	108	11	13	178.79	1488.036987	1.00E-05	1	0.01									
1	106	108	11	14	100.08	1488.036987	1.12E-03	1	0.01									
1	106	109	11	15	129.38	1487.924438	8.70E-04	1	0.01									
1	105	109	11	16	152.29	1487.924438	4.18E-04	1	0.01									
1	105	110	11	17	55.17	1487.860718	1.15E-03	1	0.01									
1	104	110	11	18	119.26	1487.860718	1.00E-05	1	0.01									
1	104	111	11	19	108.39	1487.860718	1.07E-03	1	0.01									
1	103	111	11	20	162.09	1487.744263	7.18E-04	1	0.01									
1	103	112	11	21	15.55	1487.744263	1.00E-05	1	0.01									
1	102	112	11	22	166.2	1487.744263	4.10E-04	1	0.01									
1	101	112	11	23	134.96	1487.676147	4.10E-04	1	0.01									
1	209	107	12	1	143.61	1706.821	1.19E-01	1	1									
1	208	107	12	2	80.92	1705.049	1.19E-01	1	1									
1	208	108	12	3	93.07	1696.742	8.77E-02	1	1									
1	207	108	12	4	164.31	1691.18	6.58E-02	1	1									
1	207	109	12	5	25.81	1689.319	3.80E-01	1	1									
1	206	109	12	6	174.19	1677.426	6.11E-02	1	1									
1	206	110	12	7	50.22	1664.493	2.22E-01	1	1									
1	205	110	12	8	175.85	1664.134	7.01E-02	1	1									
1	204	110	12	9	73.38	1659.733	1.52E-01	1	1									
1	204	111	12	10	170.98	1656.503	4.63E-02	1	1									
1	204	112	12	11	23.44	1655.593	3.33E-01	1	1									
1	203	112	12	12	190.39	1650.44	4.33E-02	1	1									
1	203	113	12	13	53.75	1649.514	1.28E-01	1	1									
1	202	113	12	14	109.16	1649	8.30E-02	1	1									
1	202	114	12	15	159.92	1632.537	5.57E-02	1	1									
1	201	114	12	16	51.11	1631	1.18E-01	1	1									
1	201	115	12	17	148.71	1629.3	4.63E-02	1	1									
1	200	115	12	18	90.76	1628.072	7.14E-02	1	1									
1	200	116	12	19	95.61	1621.05	7.05E-02	1	1									
1	199	116	12	20	172.69	1618.566	3.94E-02	1	1									
1	199	117	12	21	26.67	1612.263	2.35E-01	1	1									
1	198	117	12	22	150.67	1612.169	5.97E-02	1	1									
1	198	118	12	23	117.82	1605.213	7.12E-02	1	1									
1	197	118	12	24	91.05	1604.951	5.17E-02	1	1									
1	197	119	12	25	111.8	1597.935	3.79E-02	1	1									
1	196	119	12	26	113.09	1594.992	4.36E-02	1	1									
1	196	120	12	27	81.58	1591.569	7.55E-02	1	1									
1	195	120	12	28	175.79	1589.771	4.15E-02	1	1									
1	194	120	12	29	152.45	1587.654	4.52E-02	1	1									
1	193	120	12	30	166.51	1584.23	4.09E-02	1	1									
1	192	120	12	31	180.61	1579.339	4.26E-02	1	1									
1	191	120	12	32	162.22	1578.318	4.02E-02	1	1									
1	190	120	12	33	156.56	1571.936	2.65E-02	1	1									
1	189	120	12	34	180.82	1570.548218	3.08E-02	1	1									
1	188	120	12	35	168.74	1566.642578	3.48E-02	1	1									
1	187	120	12	36	159.3	1564.670044	2.47E-02	1	1									
1	187	121	12	37	15.27	1562.704224	3.84E-01	1	1									
1	186	121	12	38	173.21	1558.813477	3.77E-02	1	1									
1	185	121	12	39	124.23	1556.174927	3.27E-02	1	1									
1	185	122	12	40	49.87	1554.74646	7.21E-02	1	1									
1	184	122	12	41	184.83	1552.578491	1.44E-02	1	1									
1	184	123	12	42	37.95	1552.092896	8.86E-02	1	1									
1	183	123	12	43	152.96	1549.214478	8.86E-02	1	1									
1	216	127	13	1	29.7	1700.3479	3.74E-02	1	1									
1	215	127	13	2	178.59	1696.001709	3.74E-02	1	1									
1	214	127	13	3	76.39	1697.427	3.66E-02	1	1									
1	214	126	13	4	17.95	1697.412	1.26E-01	1	1									
1	214	127	13	5	62.74	1697.427	7.06E-02	1	1									
1	213	127	13	6	158.16	1694.201	2.91E-02	1	1									
1	212	127	13	7	81.03	1686.804688	5.79E-02	1	1									
1	212	126	13	8	27.94	1687.345	9.73E-02	1	1									
1	212	127	13	9	20.71	1688.137	4.20E-02	1	1									
1	212	126	13	10	35.35	1687.345	3.60E-02	1	1									
1	211	126	13	11	35.96	1686.472	4.56E-02	1	1									
1	211	127	13	12	150.43	1681.575562	2.42E-02	1	1									
1	210	127	13	13	159.33	1679.172485	6.16E-02	1	1									
1	209	127	13	14	167.04	1678.313	6.89E-02	1	1									
1	208	127	13	15	98.87	1677.827	7.53E-02	1	1									
1	208	128	13	16	63.03	1673.025	8.44E-02	1	1									
1	207	128	13	17	165.73	1662.349609	3.07E-02	1	1									
1	206	128	13	18	151.44	1659.217651	4.46E-02	1	1									
1	205	128	13	19	152.59	1655.596313	4.67E-02	1	1									
1	204	128	13	20	153.39	1652.098511	4.06E-02	1	1									
1	203	128	13	21	158.52	1655.317	4.15E-02	1	1									
1	202	128	13	22	150.96	1649.577	4.15E-02	1	1									
1	214	136	14	1	86.73	1779.496	1.12E-01	1	1									
1	213	136	14	2	162.37	1777.694	1.12E-01	1	1									
1	213	135	14	3	23.96	1784.69	4.23E-01	1	1									
1	212	135	14	4	151.06	1782.118	1.01E-01	1	1									
1	211	135	14	5	150.84	1773.001	1.21E-01	1	1									
1	210	135	14	6	152.81	1755.814	1.05E-01	1	1									
1	209	135	14	7	164.53	1736.863	8.12E-02	1	1									
1	208	135	14	8	95.57	1726.088	1.36E-01	1	1									
1	208	134	14	9	141.96	1722.248	9.81E-02	1	1									
1	207	134	14	10	38.03	1715.616	3.24E-01	1	1									
1	207	133	14	11	186.88	1702.637	7.78E-02	1	1									
1	206	133	14	12	51.41	1699.647	2.18E-01	1	1									
1	206	132	14	13	163.06	1697.725	4.90E-02	1	1									
1	205	132	14	14	36.2	1689.825	3.52E-01	1	1									
1	205	131	14	15	204	1684.082	8.13E-02	1	1									
1	204	130	14	16	169.45	1667.602	9.61E-02	1	1									
1	203	130	14	17	111.93	1663.215	1.10E-01	1	1									
1	203	129	14	18	86.73	1658.088	1.19E-01	1	1									
1	202	129	14	19	110.75	1651.704	1.12E-01	1	1									
1	202	128	14	20	174.76	1649.577	9.28E-02	1	1									
1	201	127	15	1	152.83	1649.365	7.34E-02	1	1									
1	200	127	15	2	47.82	1647.182	1.24E-01	1	1									
1	200	128	15	3	105.88	1633.162	3.74E-02	1	1									
1	199	128	15	4	27.02	1629.887	1.30E-01	1	1									
1	199	127	15	5	149.5	1627.336	6.48E-02	1	1									
1	198	127	15	6	158.36	1619.21	6.08E-02	1	1									
1	197	127	15	7	159.14	1616.173	6.45E-02	1	1									
1	196	126	15	8	200.36	1609.448	5.73E-02	1	1									
1	195	126	15	9	40.87	1603.776	1.36E-01	1	1									
1	195	125	15	10	141.05	1602.688	4.60E-02	1	1									
1	194	125	15	11	156.27	1597.528	7.25E-02	1	1									
1	193	125	15	12	158.07	1592.753	6.69E-02	1	1									
1	192	125	15	13	159.79	1587.863	4.79E-02	1	1									
1	191	125	15	14	157.7	1584.003	4.46E-02	1	1									
1	190	125	15	15	154.82	1578.393	5.47E-02	1	1									
1	189	125	15	16	156.16	1574.381	6.77E-02	1	1									
1	188	125	15	17	158.36	1569.751343	5.70E-02	1	1									
1	187	125	15	18	144.23	1566.840332	5.31E-02	1	1									
1	187	124	15	19	21.24	1562.090698	2.24E-01	1	1									
1	186	124	15	20	155.01	1562.090698	2.28E-02	1	1									
1	185	124	15	21	160.14	1558.55603	5.04E-02	1	1									
1	184	124	15	22	162.74	1554.020508	4.78E-02	1	1									
1	183	124	15	23	29.73	1550.780762	1.95E-01	1	1									
1	183	123	15	24	125.29	1548.216919	2.70E-02	1	1									
1	182	123	16	1	178.08	1547.399536	2.44E-02	1	0.1									
1	181	122	16	2	153.32	1543.877197	4.79E-02	1	0.1									
1	180	122	16	3	118.75	1540.0625	3.27E-02	1	0.1									
1	180	123	16	4	44.65	1539.991577	2.55E-02	1	0.1									
1	179	123	16	5	180.2	1538.924561	2.53E-02	1	0.1									
1	178	123	16	6	149.93	1535.427002	3.08E-02	1	0.1									
1	178	124	16	7	48.4	1534.311401	2.39E-02	1	0.1									
1	177	124	16	8	33.37	1534.271851	2.79E-02	1	0.1									
1	177	123	16	9	155.21	1533.381592	1.23E-02	1	0.1									
1	176	123	16	10	34.65	1532.364746	1.10E-01	1	0.1									
1	176	124	16	11	167.45	1529.584351	2.46E-02	1	0.1									
1	175	124	16	12	201.39	1528.242432	1.61E-02	1	0.1									
1	174	124	16	13	173.47	1526.346924	2.78E-02	1	0.1									
1	173	124	16	14	152.84	1523.427368	2.36E-02	1	0.1									
1	172	124	16	15	160.38	1522.741455	1.39E-02	1	0.1									
1	171	124	16	16	163.63	1521.201416	1.32E-02	1	0.1									
1	170	124	16	17	35.89	1520.586182	4.04E-02	1	0.1									
1	170	123	16	18	153	1519.751709	9.24E-03	1	0.1									
1	169	123	16	19	159.55	1519.171875	6.52E-03	1	0.1									
1	168	123	16	20	167.09	1518.710815	1.33E-02	1	0.1									
1	167	122	16	21	185.82	1516.948364	1.28E-02	1	0.1									
1	166	122	16	22	70.16	1516.328247	3.85E-02	1	0.1									
1	166	121	16	23	95.76	1514.244019	2.18E-02	1	0.1									
1	165	121	16	24	17.41	1514.244019	8.46E-02	1	0.1									
1	165	122	16	25	206.37	1512.770508	1.05E-02	1	0.1									
1	164	123	16	26	51.1	1512.0802	2.64E-02	1	0.1									
1	164	122	16	27	55.81	1511.423584	2.97E-02	1	0.1									
1	164	122	16	28	24.17	1510.423218	8.72E-02	1	0.1									
1	163	122	16	29	16.96	1509.317017	6.52E-02	1	0.1									
1	163	123	16	30	22.96	1509.317017	1.90E-02	1	0.1									
1	163	122	16	31	126.43	1508.881592	3.44E-03	1	0.1									
1	162	122	16	32	172.19	1508.881592	1.39E-03	1	0.1									
1	161	122	16	33	33.41	1508.642822	5.11E-02	1	0.1									
1	161	123	16	34	169.46	1507.174927	8.66E-03	1	0.1									
1	160	123	16	35	164.74	1507.174927	2.67E-04	1	0.1									
1	159	123	16	36	161.46	1507.130981	1.38E-02	1	0.1									
1	158	123	16	37	185.32	1504.942261	1.70E-02	1	0.1									
1	157	123	16	38	16.25	1503.981323	9.79E-02	1	0.1									
1	157	122	16	39	178.3	1503.351563	3.53E-03	1	0.1									
1	156	122	16	40	126.86	1503.351563	1.00E-05	1	0.1									
1	156	121	16	41	65.46	1503.351563	6.20E-03	1	0.1									
1	155	121	16	42	205.89	1502.945923	5.86E-03	1	0.1									
1	154	121	16	43	176.46	1502.14563	7.40E-03	1	0.1									
1	153	121	16	44	183.51	1501.640259	8.28E-03	1	0.1									
1	152	120	16	45	31.58	1500.626831	3.86E-02	1	0.1									
1	152	120	16	46	160.19	1500.421997	3.35E-03	1	0.1									
1	151	120	16	47	139.07	1500.090088	1.05E-02	1	0.1									
1	151	119	16	48	127.85	1498.966309	1.39E-02	1	0.1									
1	150	119	16	49	168.63	1498.30957	3.89E-03	1	0.1									
1	149	119	16	50	159.24	1498.30957	2.37E-03	1	0.1									
1	148	119	16	51	167.81	1497.932251	4.12E-03	1	0.1									
1	147	118	16	52	242.96	1497.618896	4.33E-03	1	0.1									
1	146	118	16	53	45.59	1496.881348	2.46E-02	1	0.1									
1	146	117	16	54	170.29	1496.499634	2.24E-03	1	0.1									
1	145	117	16	55	113.28	1496.499634	1.00E-05	1	0.1									
1	145	116	16	56	53.17	1496.499634	7.23E-03	1	0.1									
1	144	117	16	57	50.89	1496.115112	2.20E-02	1	0.1									
1	144	116	16	58	202.38	1495.38208	3.62E-03	1	0.1									
1	143	116	16	59	31.97	1495.38208	1.17E-02	1	0.1									
1	143	115	16	60	264.08	1495.006958	5.00E-03	1	0.1									
1	142	114	16	61	176.71	1494.062012	7.28E-03	1	0.1									
1	141	114	16	62	207.94	1493.721069	2.06E-03	1	0.1									
1	140	114	16	63	190.03	1493.633179	3.89E-03	1	0.1									
1	140	113	16	64	257.89	1492.982056	4.31E-03	1	0.1									
1	139	113	16	65	73.58	1492.522583	8.18E-03	1	0.1									
1	139	112	16	66	26.63	1492.380371	9.08E-03	1	0.1									
1	139	113	16	67	105.5	1492.28064	1.40E-03	1	0.1									
1	139	112	16	68	45.91	1492.2323	1.14E-03	1	0.1									
1	138	112	16	69	192.17	1492.228394	2.07E-03	1	0.1									
1	137	112	16	70	165.84	1491.834961	3.27E-03	1	0.1									
1	136	112	16	71	155.16	1491.686401	2.56E-03	1	0.1									
1	135	112	16	72	58.05	1491.437866	4.28E-03	1	0.1									
1	135	113	16	73	116.13	1491.437866	1.39E-03	1	0.1									
1	134	113	16	74	203.59	1491.276489	1.54E-03	1	0.1									
1	133	113	16	75	190.98	1491.125122	2.08E-03	1	0.1									
1	132	114	16	76	174.47	1490.880005	1.83E-03	1	0.1									
1	131	114	16	77	155.11	1490.806396	4.75E-04	1	0.1									
1	131	115	16	78	42.89	1490.806396	2.19E-03	1	0.1									
1	130	115	16	79	126.77	1490.712646	7.40E-04	1	0.1									
1	130	116	16	80	116.79	1490.712646	1.00E-05	1	0.1									
1	129	116	16	81	159.42	1490.712646	1.00E-05	1	0.1									
1	128	116	16	82	160.35	1490.712646	1.23E-03	1	0.1									
1	127	116	16	83	176.51	1490.515503	1.12E-03	1	0.1									
1	126	116	16	84	147.21	1490.515503	1.08E-03	1	0.1									
1	126	117	16	85	29.25	1490.356812	5.43E-03	1	0.1									
1	125	117	16	86	159.91	1490.356812	8.76E-04	1	0.1									
1	125	118	16	87	109.7	1490.216675	3.71E-03	1	0.1									
1	124	118	16	88	139.77	1489.949585	2.04E-03	1	0.1									
1	124	119	16	89	38.22	1489.931641	2.93E-03	1	0.1									
1	123	119	16	90	198.53	1489.837524	1.42E-03	1	0.1									
1	122	119	16	91	168.41	1489.650391	1.15E-03	1	0.1									
1	121	119	16	92	100.05	1489.644653	1.15E-03	1	0.1									
1	181	155	17	1	113.99	1668.789795	1.09E-01	1	1									
1	181	154	17	2	113.55	1659.47522	1.09E-01	1	1									
1	180	154	17	3	54.1	1656.390747	1.78E-01	1	1									
1	180	153	17	4	161.64	1649.852539	1.02E-01	1	1									
1	180	152	17	5	138.75	1639.862793	1.05E-01	1	1									
1	179	152	17	6	40.29	1635.258301	2.37E-01	1	1									
1	179	151	17	7	177.15	1630.322754	6.35E-02	1	1									
1	179	150	17	8	63.47	1624.010986	1.63E-01	1	1									
1	178	150	17	9	147.14	1619.978027	5.51E-02	1	1									
1	178	149	17	10	66.64	1615.896362	1.29E-01	1	1									
1	177	149	17	11	139.63	1611.397949	6.78E-02	1	1									
1	177	148	17	12	172.56	1606.424194	6.31E-02	1	1									
1	177	147	17	13	152.55	1600.512451	6.07E-02	1	1									
1	177	146	17	14	60.2	1597.159668	1.38E-01	1	1									
1	176	146	17	15	103.23	1592.176514	9.62E-02	1	1									
1	176	145	17	16	162.28	1587.232788	6.00E-02	1	1									
1	176	144	17	17	158.43	1582.441406	5.69E-02	1	1									
1	175	144	17	18	45.81	1578.212158	1.83E-01	1	1									
1	175	143	17	19	173.94	1574.081055	5.32E-02	1	1									
1	175	142	17	20	60.51	1568.962524	1.34E-01	1	1									
1	174	142	17	21	187.48	1565.954956	5.21E-02	1	1									
1	173	141	17	22	184.95	1559.192627	5.78E-02	1	1									
1	172	141	17	23	76.21	1555.268433	8.26E-02	1	1									
1	172	140	17	24	154.03	1552.900635	3.38E-02	1	1									
1	171	140	17	25	118.46	1550.056396	4.76E-02	1	1									
1	171	139	17	26	91.53	1547.265381	6.04E-02	1	1									
1	170	139	17	27	175.16	1544.523804	3.06E-02	1	1									
1	169	139	17	28	23.84	1541.9021	1.84E-01	1	1									
1	169	138	17	29	185.73	1540.147461	2.61E-02	1	1									
1	168	138	17	30	30.26	1537.048462	1.26E-01	1	1									
1	168	137	17	31	153.54	1536.328247	2.28E-02	1	1									
1	167	137	17	32	123.05	1533.540649	3.04E-02	1	1									
1	167	136	17	33	78.06	1532.589355	5.62E-02	1	1									
1	166	136	17	34	179.75	1529.156372	2.52E-02	1	1									
1	165	136	17	35	196.38	1528.057129	2.37E-02	1	1									
1	164	136	17	36	179.55	1524.492554	2.53E-02	1	1									
1	163	135	17	37	22.91	1523.508423	4.30E-02	1	1									
1	164	135	17	38	22.42	1523.508423	5.17E-02	1	1									
1	163	135	17	39	208.69	1522.349731	1.46E-02	1	1									
1	162	135	17	40	160.05	1520.45459	1.88E-02	1	1									
1	162	134	17	41	51.84	1519.340698	4.42E-02	1	1									
1	161	134	17	42	174.82	1518.165039	1.10E-02	1	1									
1	160	134	17	43	53.77	1517.418457	1.45E-02	1	1									
1	161	134	17	44	30.65	1517.386108	5.43E-02	1	1									
1	160	134	17	45	171.97	1515.755127	1.30E-02	1	1									
1	159	134	17	46	232.31	1515.154541	1.12E-02	1	1									
1	158	134	17	47	171.27	1513.146118	2.19E-02	1	1									
1	157	134	17	48	187.48	1511.405151	1.35E-02	1	1									
1	156	134	17	49	154.91	1510.616455	1.64E-02	1	1									
1	155	134	17	50	154.64	1508.860962	1.46E-02	1	1									
1	154	134	17	51	172.74	1508.359741	6.86E-03	1	1									
1	154	133	17	52	15.5	1507.675293	1.02E-01	1	1									
1	153	133	17	53	270.23	1506.774292	7.44E-03	1	1									
1	152	133	17	54	214.24	1505.665039	1.08E-02	1	1									
1	151	133	17	55	106.74	1504.470337	2.34E-02	1	1									
1	151	132	17	56	100.57	1503.166016	1.68E-02	1	1									
1	150	132	17	57	156.49	1502.779785	3.22E-03	1	1									
1	150	131	17	58	89.23	1502.66272	1.02E-02	1	1									
1	149	131	17	59	213.12	1501.865723	1.05E-02	1	1									
1	149	130	17	60	23.86	1500.417358	8.43E-02	1	1									
1	148	130	17	61	181.71	1499.853394	6.23E-03	1	1									
1	147	130	17	62	184.21	1499.285034	5.84E-03	1	1									
1	146	130	17	63	144.3	1498.777954	7.83E-03	1	1									
1	146	129	17	64	37.14	1498.154663	1.68E-02	1	1									
1	146	130	17	65	17.12	1498.154663	3.39E-02	1	1									
1	145	130	17	66	168.17	1497.57373	5.01E-03	1	1									
1	144	130	17	67	45.87	1497.312744	1.40E-02	1	1									
1	144	129	17	68	132.55	1496.931152	3.60E-03	1	1									
1	143	129	17	69	290.77	1496.834961	1.28E-03	1	1									
1	142	129	17	70	196.46	1496.558472	7.40E-03	1	1									
1	141	129	17	71	192.5	1495.38147	8.43E-03	1	1									
1	140	129	17	72	53.44	1494.935669	8.34E-03	1	1									
1	140	130	17	73	177.81	1494.935669	1.00E-05	1	1									
1	139	130	17	74	106.44	1494.935669	7.24E-04	1	1									
1	139	131	17	75	110.89	1494.858643	6.44E-03	1	1									
1	138	131	17	76	23.42	1494.221436	4.15E-02	1	1									
1	138	131	17	77	132.46	1493.885742	2.53E-03	1	1									
1	137	131	17	78	56.78	1493.885742	1.00E-05	1	1									
1	137	130	17	79	21.73	1493.885742	1.00E-05	1	1									
1	137	131	17	80	90.68	1493.885742	2.83E-04	1	1									
1	136	131	17	81	197.59	1493.860107	3.33E-03	1	1									
1	135	131	17	82	112.3	1493.227783	5.63E-03	1	1									
1	135	130	17	83	139.35	1493.227783	6.53E-04	1	1									
1	134	130	17	84	36.49	1493.136841	2.49E-03	1	1									
1	134	129	17	85	175.51	1493.136841	6.71E-03	1	1									
1	134	128	17	86	78.91	1491.958862	1.64E-02	1	1									
1	133	128	17	87	98.34	1491.839966	2.67E-03	1	1									
