future_irr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Aug-2031	1551784.98189038	129556.962043389	30567.6637664351	10676.6761240107	28932.0571997794	340587.302333203	10303.8658478419	3778086.28945331	0	424740.638659479	72303.9894128559
Sep-2031	466227.919874755	36527.9210188033	12125.607819296	3351.51771917151	23430.1835247632	45430.2138528368	8081.44249232723	1057555.79788571	0	189609.150805416	55665.3098562141
Oct-2032	222199.616038839	28810.4896561829	8526.20912763482	2477.33750837519	24133.4962708636	0	8763.21387802805	591497.048961708	0	150577.619301931	46028.2287012509
Nov-2032	366832.34763227	39718.0650154923	42436.1374824763	3879.43196193104	44389.7273868362	22453.4643704291	18852.7285645831	224534.643704291	0	284550.841172439	64755.0748137608
Dec-2032	454219.055645516	51935.7353598492	84853.4452833839	8270.62528062422	77655.3685066757	36080.0651797439	34325.3006870764	0	0	365308.23462827	94374.0994977061
Jan-2032	592450.645560055	57600.1865390558	117989.047067379	17577.4064844836	78271.9745381308	59035.9649806541	56955.3510975302	0	0	398195.537911097	100653.712217184
Feb-2032	3119701.26505022	251742.391694125	992501.164934609	148501.265686937	184437.947145965	68612.1125351669	247206.911294105	0	0	1824997.48341434	230467.852544556
Mar-2032	1606105.06341877	119857.456776073	182167.7191253	66295.2040230175	117779.316811011	34030.0822949992	66957.372663828	0	0	897809.257007518	227686.011594867
Apr-2032	5731849.24269156	103381.868047853	104902.086565015	19233.098173646	65112.0930084483	30914.1875075748	27507.8988129004	54099.8281382559	0	648540.448276477	182029.511675297
May-2032	6449225.24800667	115468.300832645	60609.1247576827	9001.16648605198	45606.8127569532	33614.3517988277	15788.5297226862	4548780.83213168	0	751026.589173334	155722.247440243
Jun-2032	3798366.29833968	81768.766237906	25791.0847375257	4765.10246039736	30731.467249116	244803.370966689	7997.22630426657	3965304.60263751	0	467264.389130976	82624.1721675992
Jul-2032	872382.016564376	45314.1727609852	12210.6894723748	3169.01048207339	22858.3917400505	336503.454313864	4701.92784270737	3269260.48306469	0	326186.242705967	63961.4322309707
Aug-2032	424770.64596831	24089.0609696053	6924.69582656734	2127.93564493641	16801.7128316415	289377.028007194	2847.81315923342	2898937.72700064	0	192427.833331885	49124.485612737
Sep-2032	252026.7701758	12631.3092095021	4686.88640593725	1503.12864839645	12300.6441891425	377669.234797423	1743.22916739976	896643.285335378	0	118413.062395165	34256.7434637864
Oct-2033	279212.48299748	32513.3410535371	10838.2272911405	3038.04062123467	25847.0714184344	15248.4875699476	8508.18509762214	225313.473048479	0	156012.108400418	54097.3154867373
Nov-2033	334741.092847304	42400.5588748843	29421.2140338991	3991.66644975319	42986.3735126633	11900.6673543321	12605.0195998391	238013.347086643	0	230376.307195131	72284.3506622634
Dec-2033	49297000.297928	4969907.33237815	8767255.37313071	3223749.04598916	5738268.23218534	10273.4449205804	2280153.27940707	0	0	30469937.7118782	9604893.18216657
Jan-2033	5563553.09818961	598220.000264482	1109777.94934511	506475.742402359	2166957.80143096	0	616437.557982513	0	0	3898318.68785186	1695089.39267685
Feb-2033	11357995.2905819	1026442.52689196	1239477.45924075	646515.980626493	2572510.68088331	0	704138.107989508	0	0	8431777.03826717	3277308.24403842
Mar-2033	4712808.51133009	435714.829099444	482912.115818777	294864.863788712	1779645.75287322	0	463855.964727473	0	0	3450539.03774418	1665268.53517132
Apr-2033	19689925.6907371	1839782.2862118	2130260.46456718	939467.566675661	2404220.3554895	0	625574.596982894	0	0	12332463.6981249	4776014.42586313
May-2033	4422916.2620853	362220.255481593	268259.443871586	97673.4941506535	62845.3253168403	0	25818.0527174368	0	0	2332879.90248197	688351.811616416
Jun-2033	7828560.7559672	513138.135779222	243046.961074867	101732.765319913	48276.4276868886	208082.491071204	20770.3657698657	1578252.79244684	0	2174263.47820915	347011.881408636
Jul-2033	6768491.65246269	491165.95064633	67615.0852617193	57777.3360094475	43227.2315974264	342928.82829488	18588.7396173269	3047751.57332272	0	1494707.24939459	101006.150906124
Aug-2033	2013505.54276125	163480.784852615	25965.9220010449	5569.8571067285	34659.7622220201	360487.114559082	14014.110792704	5112142.77223717	0	700265.71345511	77670.5301399332
Sep-2033	691002.710967424	53603.2481112945	11378.0661973067	3358.94797724153	26862.1261621689	31485.7371942325	10284.374551248	2119232.31115027	0	282297.489718373	57695.5786671428
Oct-2034	1087717.32348803	96652.5392237855	29293.6620465272	18218.4497052058	28215.0883683086	66446.4669595103	15912.8750252945	392091.094760533	0	266604.177386742	59520.8639310398
Nov-2034	613683.473721047	71839.0652858212	44210.7563195674	8644.23191111165	46061.5646371533	22348.4169814728	23309.5834780496	69325.7016568136	0	362452.872132169	90999.8298499933
Dec-2034	565753.896677532	70892.0500558131	38317.70038308	8879.6524592137	48004.3534755917	10960.0486805985	19996.177618645	141775.198003346	0	381996.593555984	97875.4708526173
Jan-2034	2180150.89137425	197712.531875858	970261.406933982	255152.127879685	457455.304933693	0	239910.618654857	0	0	1183228.21891989	442337.365095107
Feb-2034	9011295.83247119	810672.200855093	1875299.02436901	868872.495654261	4069054.73373564	0	938576.641941008	0	0	5989263.04544818	3031767.76549472
Mar-2034	1015551.2005076	140455.06613277	180978.449371889	58509.7728673355	242908.037944385	0	64643.9808993945	0	0	720575.580729953	242112.930792935
Apr-2034	2475024.98693201	137327.751620123	122779.20383824	50146.9364894845	109639.432130292	0	42852.6761113966	116621.392482183	0	1264591.56897619	347353.142690318
May-2034	6360169.08162211	256260.407768155	161650.903219302	51037.1986660894	57429.7840855829	18546.5003845203	30849.7907328153	2126665.377425	0	2593176.55863231	769516.18551284
Jun-2034	10171536.9334838	633240.118809385	328907.023690033	119351.369643774	42387.9296956502	67826.8203726789	19746.4859732201	3601180.24416192	0	2348321.88025447	583528.223973465
Jul-2034	3796724.89848958	331944.711530675	93172.7673785858	70183.7505707193	35779.8295803181	222189.79365409	13491.4821805742	3680313.922547	0	624967.076196048	97559.3253775592
Aug-2034	1551784.98189038	129556.962043389	30567.6637664351	10676.6761240107	28932.0571997794	340587.302333203	10303.8658478419	3778086.28945331	0	424740.638659479	72303.9894128559
Sep-2034	466227.919874755	36527.9210188033	12125.607819296	3351.51771917151	23430.1835247632	45430.2138528368	8081.44249232723	1057555.79788571	0	189609.150805416	55665.3098562141
