future_nonIrr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Nov-2042	0	0	0	0	0	866624.025353077	0	114459.776933426	0	0	0
Dec-2042	0	0	0	0	0	1563489.85436847	0	181274.186013737	0	0	0
Jan-2042	0	0	0	0	0	5558479.31230074	0	206239.208475552	0	0	0
Feb-2042	0	0	0	0	0	1264716.11658774	0	156172.221673458	0	0	0
Mar-2042	0	0	0	0	0	7504506.66247355	0	3770771.28065068	0	0	0
Apr-2042	0	0	0	0	0	9438321.52640101	0	11851783.2309913	0	0	0
May-2042	0	0	0	0	0	6226380.44982326	0	4183074.95780753	0	0	0
Jun-2042	0	0	0	0	0	3201744.65523276	0	1426209.50245172	0	0	0
Jul-2042	0	0	0	0	0	1120718.84074261	0	68155.5351898403	0	0	0
Aug-2042	0	0	0	0	0	1289675.42176817	0	74208.7017629944	0	0	0
Sep-2042	0	0	0	0	0	1369928.65034612	0	92927.3263910934	0	0	0
Oct-2043	0	0	0	0	0	908715.92524448	0	142004.75706404	0	0	0
Nov-2043	0	0	0	0	0	866624.025353077	0	114459.776933426	0	0	0
Dec-2043	0	0	0	0	0	1563489.85436847	0	181274.186013737	0	0	0
Jan-2043	0	0	0	0	0	5558479.31230074	0	206239.208475552	0	0	0
Feb-2043	0	0	0	0	0	1264716.11658774	0	156172.221673458	0	0	0
Mar-2043	0	0	0	0	0	7504506.66247355	0	3770771.28065068	0	0	0
Apr-2043	0	0	0	0	0	9438321.52640101	0	11851783.2309913	0	0	0
May-2043	0	0	0	0	0	6226380.44982326	0	4183074.95780753	0	0	0
Jun-2043	0	0	0	0	0	3201744.65523276	0	1426209.50245172	0	0	0
Jul-2043	0	0	0	0	0	1120718.84074261	0	68155.5351898403	0	0	0
Aug-2043	0	0	0	0	0	1289675.42176817	0	74208.7017629944	0	0	0
Sep-2043	0	0	0	0	0	1369928.65034612	0	92927.3263910934	0	0	0
Oct-2044	0	0	0	0	0	645380.436972277	0	138455.318658413	0	0	0
Nov-2044	0	0	0	0	0	750825.070633294	0	150165.014126659	0	0	0
Dec-2044	0	0	0	0	0	1410361.29724543	0	283903.897497459	0	0	0
Jan-2044	0	0	0	0	0	946082.195836225	0	189216.439167246	0	0	0
Feb-2044	0	0	0	0	0	651121.762477816	0	130224.352495563	0	0	0
Mar-2044	0	0	0	0	0	647153.554016052	0	129430.710803211	0	0	0
Apr-2044	0	0	0	0	0	319550.749078116	0	64346.3965720441	0	0	0
May-2044	0	0	0	0	0	396015.465617778	0	0	0	0	0
Jun-2044	0	0	0	0	0	533986.647677677	0	0	0	0	0
Jul-2044	0	0	0	0	0	444296.622281041	0	0	0	0	0
Aug-2044	0	0	0	0	0	508633.039278895	0	0	0	0	0
Sep-2044	0	0	0	0	0	610500.166795062	0	16958.3379665295	0	0	0
Oct-2045	0	0	0	0	0	671204.526208749	0	140590.137246428	0	0	0
Nov-2045	0	0	0	0	0	581216.514836552	0	116243.302967311	0	0	0
Dec-2045	0	0	0	0	0	1244262.9091046	0	248852.581820922	0	0	0
Jan-2045	0	0	0	0	0	775916.590396724	0	155183.318079345	0	0	0
Feb-2045	0	0	0	0	0	888817.68720772	0	177763.537441544	0	0	0
Mar-2045	0	0	0	0	0	807055.660696423	0	161411.132139285	0	0	0
Apr-2045	0	0	0	0	0	445400.144206588	0	89080.0288413179	0	0	0
May-2045	0	0	0	0	0	528599.993989032	0	50826.9224989454	0	0	0
Jun-2045	0	0	0	0	0	462947.745885864	0	93022.2106219262	0	0	0
Jul-2045	0	0	0	0	0	528578.163715436	0	99687.9870165081	0	0	0
Aug-2045	0	0	0	0	0	432998.671055174	0	130391.645260933	0	0	0
Sep-2045	0	0	0	0	0	587673.376753232	0	132226.509769477	0	0	0
Oct-2046	0	0	0	0	0	702813.647531525	0	96275.842127606	0	0	0
Nov-2046	0	0	0	0	0	632406.057772908	0	130393.001602662	0	0	0
Dec-2046	0	0	0	0	0	1476403.77978637	0	295280.755957276	0	0	0
Jan-2046	0	0	0	0	0	4848727.99541554	0	231069.281872225	0	0	0
Feb-2046	0	0	0	0	0	6585118.55013018	0	189265.052481443	0	0	0
Mar-2046	0	0	0	0	0	2181089.51015401	0	109054.475507701	0	0	0
Apr-2046	0	0	0	0	0	358762.457556302	0	29896.8714630252	0	0	0
May-2046	0	0	0	0	0	430482.777340144	0	20130.4895878485	0	0	0
Jun-2046	0	0	0	0	0	466980.259395496	0	0	0	0	0
Jul-2046	0	0	0	0	0	540582.621185177	0	0	0	0	0
Aug-2046	0	0	0	0	0	613665.33327458	0	0	0	0	0
Sep-2046	0	0	0	0	0	510717.25264441	0	4863.97383470867	0	0	0
