future_nonIrr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
May-2045	0	0	0	0	0	772637.981638319	0	74292.1136190691	0	0	0
Jun-2045	0	0	0	0	0	536153.54824477	0	107731.787731426	0	0	0
Jul-2045	0	0	0	0	0	571579.805322109	0	107797.945740574	0	0	0
Aug-2045	0	0	0	0	0	452484.143016807	0	136259.429431198	0	0	0
Sep-2045	0	0	0	0	0	617904.961474256	0	139028.616331708	0	0	0
Oct-2046	0	0	0	0	0	736400.191053161	0	100876.738500433	0	0	0
Nov-2046	0	0	0	0	0	1149358.13944793	0	236981.059679986	0	0	0
Dec-2046	0	0	0	0	0	2257401.71022254	0	451480.34204451	0	0	0
Jan-2046	0	0	0	0	0	5678366.2641982	0	270606.232421437	0	0	0
Feb-2046	0	0	0	0	0	10917777.3644653	0	313791.420782452	0	0	0
Mar-2046	0	0	0	0	0	2801641.73908229	0	140082.086954115	0	0	0
Apr-2046	0	0	0	0	0	440167.48257536	0	36680.6235479466	0	0	0
May-2046	0	0	0	0	0	498947.119437407	0	23332.059542037	0	0	0
Jun-2046	0	0	0	0	0	519743.034296953	0	0	0	0	0
Jul-2046	0	0	0	0	0	556036.557231714	0	0	0	0	0
Aug-2046	0	0	0	0	0	626155.349330098	0	0	0	0	0
Sep-2046	0	0	0	0	0	524527.664689274	0	4995.50156846928	0	0	0
Oct-2047	0	0	0	0	0	773802.94572969	0	87697.6671826982	0	0	0
Nov-2047	0	0	0	0	0	1232102.89759138	0	246420.579518277	0	0	0
Dec-2047	0	0	0	0	0	1624244.4157792	0	324848.883155841	0	0	0
Jan-2047	0	0	0	0	0	924378.788289951	0	184875.757657991	0	0	0
Feb-2047	0	0	0	0	0	1177291.49046144	0	235458.298092289	0	0	0
Mar-2047	0	0	0	0	0	1139844.76138759	0	227968.952277519	0	0	0
Apr-2047	0	0	0	0	0	835942.308811862	0	164401.987399667	0	0	0
May-2047	0	0	0	0	0	687961.598485743	0	94891.2549635506	0	0	0
Jun-2047	0	0	0	0	0	508000.781862432	0	0	0	0	0
Jul-2047	0	0	0	0	0	381449.098740355	0	0	0	0	0
Aug-2047	0	0	0	0	0	584937.938809627	0	0	0	0	0
Sep-2047	0	0	0	0	0	751332.979498346	0	22767.6660454044	0	0	0
Oct-2048	0	0	0	0	0	325361.027411043	0	114004.454486547	0	0	0
Nov-2048	0	0	0	0	0	408216.371997425	0	153081.139499035	0	0	0
Dec-2048	0	0	0	0	0	753284.654894616	0	322836.280669122	0	0	0
Jan-2048	0	0	0	0	0	767812.855259727	0	357927.797188746	0	0	0
Feb-2048	0	0	0	0	0	1392861.09840944	0	374662.004318996	0	0	0
Mar-2048	0	0	0	0	0	682355.596037528	0	168492.275669603	0	0	0
Apr-2048	0	0	0	0	0	256487.491256191	0	82038.2784532673	0	0	0
May-2048	0	0	0	0	0	319871.014039624	0	31756.9783722793	0	0	0
Jun-2048	0	0	0	0	0	583227.114652602	0	63313.2883083925	0	0	0
